Pattern_1 Pattern_2
247 0 0
248 0 0
249 0 0
250 0 0
251 0 0
252 0 0
253 0 0
254 0 0
255 0 0
256 0 0
257 0 0
258 0 0
259 0 0
260 0 0
261 0 0
262 0 0
263 0 0
264 0 0
265 0 0
266 0 0
267 0 0
268 0 0
269 0 0
270 0 0
271 0 0
272 0 0
273 0 0
274 0 0
275 0 0
276 0 0
277 0 0
278 0 0
279 0 0
280 0 0
281 0 0
282 0 0
283 0 0
284 0 0
285 0 0
286 0 0
287 0 0
288 0 0
289 0 0
290 0 0
291 0 0
292 0 0
293 0 0
294 0 0
295 0 0
296 0 0
297 0 0
298 0 0
299 0 0
300 0 0
301 0 0
302 0 0
303 0 0
304 0 0
305 0 0
306 0 0
307 0 0
308 0 0
309 0 0
310 0 0
311 0 0
312 0 0
313 0 0
314 0 0
315 0 0
316 0 0
317 0 0
318 0 0
319 0 0
320 0 0
321 0 0
322 0 0
323 0 0
324 0 0
325 0 0
326 0 0
327 0 0
328 0 0
329 0 0
330 0 0
331 0 0
332 0 0
333 0 0
334 0 0
335 0 0
336 0 0
337 0 0
338 0 0
339 0 0
340 0 0
341 0 0
342 0 0
343 0 0
344 0 0
345 0 0
346 0 0
347 0 0
348 0 0
349 0 0
350 0 0
351 0 0
352 0 0
353 0 0
354 0 0
355 0 0
356 0 0
357 0 0
358 0 0
359 0 0
360 0 0
361 0 0
362 0 0
363 0 0
364 0 0
365 0 0
366 0 0
367 0 0
368 0 0
369 0 0
370 0 0
371 0 0
372 0 0
373 0 0
374 0 0
375 0 0
376 0 0
377 0 0
378 0 0
379 0 0
380 0 0
381 0 0
382 0 0
383 0 0
384 0 0
385 0 0
386 0 0
387 0 0
388 0 0
389 0 0
390 0 0
391 0 0
392 0 0
393 0 0
394 0 0
395 0 0
396 0 0
397 0 0
398 0 0
399 0 0
400 0 0
401 0 0
402 0 0
403 0 0
404 0 0
405 0 0
406 0 0
407 0 0
408 0 0
409 0 0
410 0 0
411 0 0
412 0 0
413 0 0
414 0 0
415 0 0
416 0 0
417 0 0
418 0 0
419 0 1
420 0 1
421 0 1
422 0 0
423 0 0
424 0 0
425 0 0
426 0 0
427 0 0
428 0 0
429 0 0
430 0 0
431 0 0
432 0 0
433 0 0
434 0 0
435 0 0
436 0 0
437 0 0
438 0 0
439 0 0
440 0 0
441 0 1
442 0 1
443 0 1
444 0 1
445 0 0
446 0 0
447 0 0
448 0 0
449 0 0
450 0 0
451 0 0
452 0 0
453 0 0
454 0 0
455 0 0
456 0 0
457 0 0
458 0 0
459 0 0
460 0 0
461 0 0
462 0 0
463 0 0
464 0 0
465 0 0
466 0 0
467 0 1
468 0 1
469 0 0
470 0 0
471 0 0
472 0 0
473 0 0
474 0 0
475 0 0
476 0 0
477 0 0
478 0 0
479 0 0
480 0 0
481 0 0
482 0 0
483 0 0
484 0 0
485 0 0
486 0 0
487 0 0
488 0 0
489 0 1
490 0 1
491 0 1
492 0 1
493 0 1
494 0 1
495 0 1
496 0 0
497 0 0
498 0 0
499 0 0
500 0 0
501 0 0
502 0 0
503 0 0
504 0 0
505 0 0
506 0 0
507 0 0
508 0 0
509 0 0
510 0 0
511 0 0
512 0 0
513 0 0
514 0 0
515 0 0
516 0 0
517 0 0
518 0 0
519 0 1
520 0 1
521 0 1
522 0 1
523 0 1
524 0 0
525 0 0
526 0 0
527 0 0
528 0 0
529 0 0
530 0 0
531 0 0
532 0 0
533 0 0
534 0 0
535 0 0
536 0 0
537 0 0
538 0 0
539 0 0
540 0 0
541 0 0
542 0 0
543 0 0
544 0 1
545 0 1
546 0 1
547 0 1
548 0 0
549 0 0
550 0 0
551 0 0
552 0 0
553 0 0
554 0 0
555 0 0
556 0 0
557 0 0
558 0 0
559 0 0
560 0 0
561 0 0
562 0 0
563 0 0
564 0 0
565 0 0
566 0 0
567 0 0
568 0 0
569 0 0
570 0 1
571 0 1
572 0 1
573 0 1
574 0 1
575 0 1
576 0 0
577 0 0
578 0 0
579 0 0
580 0 0
581 0 0
582 0 0
583 0 0
584 0 0
585 0 0
586 0 0
587 0 0
588 0 0
589 0 0
590 0 0
591 0 0
592 0 0
593 0 1
594 0 0
595 0 1
596 0 1
597 0 1
598 0 0
599 0 0
600 0 0
601 0 0
602 0 0
603 0 0
604 0 0
605 0 0
606 0 0
607 0 1
608 0 0
609 0 0
610 0 0
611 0 0
612 0 0
613 0 0
614 0 0
615 0 0
616 0 0
617 0 0
618 0 0
619 0 1
620 0 1
621 0 1
622 0 1
623 0 1
624 0 0
625 0 0
626 0 0
627 0 0
628 0 0
629 0 0
630 0 0
631 0 0
632 0 0
633 0 0
634 0 0
635 0 0
636 0 1
637 0 1
638 0 1
639 0 1
640 0 1
641 0 1
642 0 1
643 0 0
644 0 0
645 0 0
646 0 0
647 0 0
648 0 0
649 0 0
650 0 0
651 0 0
652 0 0
653 0 0
654 0 0
655 0 0
656 0 0
657 0 1
658 0 1
659 0 1
660 0 1
661 0 1
662 0 1
663 0 1
664 0 1
665 0 1
666 0 1
667 0 1
668 0 1
669 0 1
670 0 1
671 0 1
672 0 1
673 0 0
674 0 0
675 0 0
676 0 0
677 0 0
678 0 0
679 0 0
680 0 0
681 0 0
682 0 0
683 0 0
684 0 0
685 0 0
686 0 0
687 0 0
688 0 1
689 0 1
690 0 1
691 0 1
692 0 1
693 0 1
694 0 1
695 0 1
696 0 1
697 0 1
698 0 1
699 0 1
700 0 1
701 0 1
702 0 1
703 0 1
704 0 1
705 0 1
706 0 1
707 0 1
708 0 1
709 0 0
710 0 0
711 0 0
712 0 0
713 0 0
714 0 0
715 0 0
716 0 0
717 0 0
718 0 0
719 0 0
720 0 0
721 0 1
722 0 1
723 0 1
724 0 1
725 0 1
726 0 1
727 0 1
728 0 1
729 0 1
730 0 1
731 0 1
732 0 1
733 0 1
734 0 1
735 0 1
736 0 1
737 0 1
738 0 1
739 0 1
740 0 1
741 0 1
742 0 0
743 0 0
744 0 0
745 0 0
746 0 0
747 0 0
748 0 0
749 0 0
750 0 0
751 0 0
752 0 1
753 0 1
754 0 1
755 0 1
756 0 1
757 0 1
758 0 1
759 0 1
760 0 1
761 0 1
762 0 1
763 0 1
764 0 1
765 0 1
766 0 1
767 0 1
768 0 1
769 0 1
770 0 1
771 0 1
772 0 1
773 0 1
774 0 0
775 0 0
776 0 0
777 0 0
778 0 0
779 0 0
780 0 0
781 0 0
782 0 0
783 0 0
784 0 0
785 0 0
786 0 0
787 0 0
788 0 0
789 0 0
790 0 1
791 0 0
792 0 1
793 0 1
794 0 1
795 0 1
796 0 1
797 0 1
798 0 1
799 0 1
800 0 1
801 0 1
802 0 1
803 0 1
804 0 1
805 0 1
806 0 1
807 0 1
808 0 1
809 0 1
810 0 1
811 0 1
812 0 1
813 0 1
814 0 1
815 0 0
816 0 0
817 0 0
818 0 0
819 0 0
820 0 0
821 0 0
822 0 0
823 0 0
824 0 0
825 0 0
826 0 0
827 0 0
828 0 0
829 0 1
830 0 1
831 0 1
832 0 1
833 0 1
834 0 1
835 0 1
836 0 1
837 0 1
838 0 0
839 0 0
840 0 0
841 0 0
842 0 0
843 0 0
844 0 0
845 0 0
846 0 0
847 0 0
848 0 0
849 0 0
850 0 0
851 0 0
852 0 0
853 0 0
854 0 1
855 0 1
856 0 1
857 0 1
858 0 1
859 0 1
860 0 1
861 0 1
862 0 1
863 0 1
864 0 1
865 0 0
866 0 1
867 0 1
868 0 1
869 0 1
870 0 1
871 0 1
872 0 1
873 0 1
874 0 1
875 0 1
876 0 1
877 0 1
878 0 1
879 0 0
880 0 0
881 0 0
882 0 0
883 0 0
884 0 0
885 0 0
886 0 0
887 0 0
888 0 0
889 0 0
890 0 0
891 0 0
892 0 0
893 0 0
894 0 0
895 0 0
896 0 0
897 0 0
898 0 0
899 0 0
900 0 0
901 0 0
902 0 1
903 0 1
904 0 1
905 0 1
906 0 1
907 0 1
908 0 1
909 0 1
910 0 1
911 0 0
912 1 1
913 0 1
914 0 1
915 0 1
916 0 1
917 0 1
918 0 1
919 0 1
920 0 0
921 0 0
922 0 0
923 0 0
924 0 0
925 0 0
926 0 0
927 0 0
928 0 0
929 0 0
930 0 0
931 0 0
932 0 0
933 0 0
934 0 1
935 0 1
936 0 1
937 0 1
938 0 1
939 0 1
940 0 1
941 0 1
942 0 0
943 1 0
944 0 0
945 0 1
946 0 1
947 0 1
948 0 1
949 0 1
950 0 1
951 0 1
952 0 1
953 0 1
954 0 1
955 0 1
956 0 1
957 0 1
958 0 1
959 0 0
960 0 0
961 0 0
962 0 0
963 0 0
964 0 0
965 0 0
966 0 0
967 0 0
968 0 0
969 0 0
970 0 0
971 0 0
972 0 0
973 0 0
974 0 0
975 0 1
976 0 1
977 0 1
978 0 1
979 0 1
980 0 1
981 0 1
982 0 1
983 0 0
984 1 0
985 1 0
986 1 0
987 1 0
988 0 1
989 0 1
990 0 1
991 0 1
992 0 1
993 0 1
994 0 1
995 0 1
996 0 1
997 0 1
998 0 1
999 0 1
1000 0 0
1001 0 0
1002 0 0
1003 0 0
1004 0 0
1005 0 0
1006 0 0
1007 0 0
1008 0 0
1009 0 0
1010 0 0
1011 0 0
1012 0 0
1013 0 0
1014 0 0
1015 0 1
1016 0 1
1017 0 1
1018 0 1
1019 0 1
1020 0 1
1021 0 1
1022 1 1
1023 0 1
1024 1 0
1025 1 0
1026 1 0
1027 1 0
1028 0 0
1029 0 1
1030 0 1
1031 0 1
1032 0 1
1033 0 1
1034 0 1
1035 0 1
1036 0 1
1037 0 1
1038 0 1
1039 0 1
1040 0 0
1041 0 0
1042 0 0
1043 0 0
1044 0 0
1045 0 0
1046 0 0
1047 0 0
1048 0 0
1049 0 0
1050 0 0
1051 0 0
1052 0 0
1053 0 0
1054 0 0
1055 0 0
1056 0 1
1057 0 1
1058 0 1
1059 0 1
1060 0 1
1061 0 1
1062 1 0
1063 1 0
1064 0 0
1065 1 0
1066 0 0
1067 0 0
1068 0 1
1069 0 1
1070 0 1
1071 0 1
1072 0 1
1073 0 1
1074 0 1
1075 0 1
1076 0 1
1077 0 1
1078 0 1
1079 0 1
1080 0 1
1081 0 0
1082 0 0
1083 0 0
1084 0 0
1085 0 0
1086 0 0
1087 0 0
1088 0 0
1089 0 0
1090 0 0
1091 0 0
1092 0 0
1093 0 0
1094 0 0
1095 0 0
1096 0 0
1097 0 0
1098 0 1
1099 1 0
1100 1 0
1101 1 0
1102 0 0
1103 1 0
1104 0 1
1105 0 1
1106 0 1
1107 0 1
1108 0 1
1109 0 1
1110 0 1
1111 0 1
1112 0 1
1113 0 1
1114 0 1
1115 0 0
1116 0 0
1117 0 0
1118 0 0
1119 0 0
1120 0 0
1121 0 0
1122 0 0
1123 0 0
1124 0 0
1125 0 0
1126 0 0
1127 0 0
1128 0 0
1129 0 0
1130 0 0
1131 0 1
1132 0 1
1133 0 0
1134 1 0
1135 1 0
1136 1 0
1137 1 0
1138 0 0
1139 0 0
1140 1 0
1141 0 1
1142 0 1
1143 0 1
1144 0 1
1145 0 1
1146 0 1
1147 0 1
1148 0 1
1149 0 1
1150 0 1
1151 0 0
1152 0 0
1153 0 0
1154 0 0
1155 0 0
1156 0 0
1157 0 0
1158 0 0
1159 0 0
1160 0 0
1161 0 0
1162 0 0
1163 0 0
1164 0 0
1165 0 0
1166 0 0
1167 0 0
1168 0 0
1169 0 0
1170 0 1
1171 0 1
1172 0 1
1173 0 1
1174 0 1
1175 1 0
1176 1 0
1177 1 0
1178 1 0
1179 1 0
1180 1 0
1181 1 0
1182 1 0
1183 0 1
1184 0 1
1185 0 1
1186 0 1
1187 0 1
1188 0 1
1189 0 1
1190 0 1
1191 0 0
1192 0 0
1193 0 0
1194 0 0
1195 0 0
1196 0 0
1197 0 0
1198 0 0
1199 0 0
1200 0 0
1201 0 0
1202 0 0
1203 0 0
1204 0 0
1205 0 0
1206 0 1
1207 0 1
1208 0 1
1209 0 1
1210 1 0
1211 1 0
1212 1 0
1213 1 0
1214 1 0
1215 1 0
1216 0 0
1217 1 0
1218 1 0
1219 0 1
1220 1 1
1221 0 1
1222 0 1
1223 0 1
1224 0 1
1225 0 1
1226 0 0
1227 0 0
1228 0 0
1229 0 0
1230 0 0
1231 0 0
1232 0 0
1233 0 0
1234 0 0
1235 0 0
1236 0 0
1237 0 0
1238 0 0
1239 0 1
1240 0 1
1241 0 0
1242 0 0
1243 0 0
1244 0 0
1245 0 0
1246 0 0
1247 0 0
1248 0 1
1249 0 1
1250 1 0
1251 1 0
1252 1 0
1253 1 0
1254 1 0
1255 1 0
1256 1 0
1257 1 0
1258 1 0
1259 0 0
1260 0 0
1261 0 1
1262 0 1
1263 0 1
1264 0 1
1265 0 1
1266 0 1
1267 0 1
1268 0 0
1269 0 0
1270 0 0
1271 0 0
1272 0 0
1273 0 0
1274 0 0
1275 0 0
1276 0 0
1277 0 0
1278 0 0
1279 0 0
1280 0 0
1281 0 1
1282 0 1
1283 0 1
1284 0 1
1285 0 1
1286 0 0
1287 0 0
1288 0 0
1289 0 0
1290 0 0
1291 0 1
1292 0 1
1293 0 1
1294 0 1
1295 0 1
1296 1 0
1297 1 0
1298 1 0
1299 1 0
1300 1 0
1301 1 0
1302 1 0
1303 1 0
1304 1 0
1305 1 0
1306 1 0
1307 0 0
1308 0 0
1309 0 1
1310 0 1
1311 0 1
1312 0 1
1313 0 1
1314 0 1
1315 0 1
1316 0 1
1317 0 1
1318 0 0
1319 0 0
1320 0 0
1321 0 0
1322 0 0
1323 0 0
1324 0 0
1325 0 0
1326 0 0
1327 0 0
1328 0 0
1329 0 0
1330 0 0
1331 0 1
1332 0 0
1333 0 1
1334 0 0
1335 0 1
1336 0 0
1337 0 1
1338 0 0
1339 0 0
1340 0 0
1341 0 0
1342 0 0
1343 0 0
1344 0 1
1345 0 1
1346 0 1
1347 0 1
1348 0 1
1349 0 1
1350 1 0
1351 1 0
1352 1 0
1353 1 0
1354 1 0
1355 1 0
1356 1 0
1357 1 0
1358 1 0
1359 1 0
1360 1 0
1361 1 0
1362 1 0
1363 1 0
1364 0 0
1365 0 1
1366 0 1
1367 0 1
1368 0 1
1369 0 1
1370 0 1
1371 0 1
1372 0 1
1373 0 1
1374 0 1
1375 0 0
1376 0 0
1377 0 0
1378 0 0
1379 0 0
1380 0 0
1381 0 0
1382 0 0
1383 0 0
1384 0 0
1385 0 0
1386 0 0
1387 0 1
1388 0 1
1389 0 0
1390 0 0
1391 0 1
1392 0 0
1393 0 1
1394 0 0
1395 0 0
1396 0 0
1397 0 0
1398 0 0
1399 0 0
1400 0 1
1401 0 1
1402 0 1
1403 0 1
1404 1 0
1405 0 0
1406 1 0
1407 1 0
1408 1 0
1409 1 0
1410 1 0
1411 1 0
1412 1 0
1413 1 0
1414 1 0
1415 1 0
1416 1 0
1417 1 0
1418 1 1
1419 0 1
1420 1 1
1421 0 1
1422 0 1
1423 0 1
1424 0 1
1425 0 1
1426 0 1
1427 0 1
1428 0 1
1429 0 1
1430 0 0
1431 0 1
1432 0 0
1433 0 0
1434 0 0
1435 0 0
1436 0 0
1437 0 0
1438 0 0
1439 0 0
1440 0 1
1441 0 1
1442 0 0
1443 0 0
1444 0 0
1445 0 1
1446 0 1
1447 0 1
1448 0 1
1449 1 1
1450 0 1
1451 1 0
1452 0 0
1453 1 0
1454 1 0
1455 1 0
1456 1 0
1457 1 0
1458 1 0
1459 1 0
1460 1 0
1461 1 0
1462 1 0
1463 1 0
1464 1 0
1465 1 0
1466 1 0
1467 1 0
1468 1 0
1469 1 0
1470 0 0
1471 0 1
1472 0 1
1473 0 1
1474 0 1
1475 0 1
1476 0 1
1477 0 1
1478 0 1
1479 0 0
1480 0 0
1481 0 0
1482 0 0
1483 0 0
1484 0 0
1485 0 0
1486 0 0
1487 0 0
1488 0 0
1489 0 0
1490 0 0
1491 0 1
1492 0 1
1493 0 1
1494 0 1
1495 0 1
1496 0 0
1497 0 0
1498 0 0
1499 0 1
1500 0 1
1501 0 1
1502 0 1
1503 0 1
1504 0 1
1505 0 1
1506 0 1
1507 1 0
1508 1 0
1509 1 0
1510 0 0
1511 1 0
1512 1 0
1513 1 0
1514 1 0
1515 1 0
1516 1 0
1517 1 0
1518 1 0
1519 1 0
1520 1 0
1521 0 0
1522 1 0
1523 0 1
1524 0 1
1525 0 1
1526 0 1
1527 0 1
1528 0 1
1529 0 0
1530 0 0
1531 0 0
1532 0 0
1533 0 0
1534 0 0
1535 0 0
1536 0 1
1537 0 1
1538 0 1
1539 0 1
1540 0 1
1541 0 1
1542 0 1
1543 0 0
1544 0 0
1545 0 0
1546 0 0
1547 0 1
1548 0 1
1549 0 1
1550 0 1
1551 0 0
1552 1 0
1553 1 0
1554 1 0
1555 1 0
1556 1 0
1557 1 0
1558 1 0
1559 1 0
1560 1 0
1561 1 0
1562 1 0
1563 1 0
1564 1 0
1565 1 0
1566 1 0
1567 1 0
1568 1 0
1569 1 0
1570 0 0
1571 1 0
1572 1 0
1573 1 0
1574 0 0
1575 1 1
1576 1 1
1577 0 1
1578 1 1
1579 0 1
1580 0 1
1581 0 1
1582 0 0
1583 0 0
1584 0 0
1585 0 0
1586 0 0
1587 0 0
1588 0 0
1589 0 0
1590 0 0
1591 0 0
1592 0 0
1593 0 0
1594 0 0
1595 0 0
1596 0 1
1597 0 1
1598 0 0
1599 0 0
1600 0 0
1601 0 1
1602 0 1
1603 0 1
1604 0 1
1605 0 0
1606 0 0
1607 0 0
1608 0 0
1609 0 1
1610 0 1
1611 0 1
1612 0 1
1613 0 1
1614 1 0
1615 0 0
1616 1 0
1617 1 0
1618 1 0
1619 1 0
1620 0 0
1621 1 0
1622 1 0
1623 1 0
1624 1 0
1625 1 0
1626 1 0
1627 1 0
1628 1 0
1629 1 0
1630 1 0
1631 1 0
1632 1 0
1633 1 0
1634 1 0
1635 0 1
1636 1 1
1637 0 1
1638 0 1
1639 0 1
1640 0 0
1641 0 1
1642 0 0
1643 0 0
1644 0 0
1645 0 0
1646 0 0
1647 0 0
1648 0 0
1649 0 0
1650 0 0
1651 0 0
1652 0 0
1653 0 1
1654 0 1
1655 0 1
1656 0 1
1657 0 0
1658 0 0
1659 0 0
1660 0 0
1661 0 0
1662 0 0
1663 0 0
1664 0 0
1665 0 1
1666 0 1
1667 0 1
1668 1 1
1669 1 1
1670 1 0
1671 1 0
1672 1 0
1673 1 0
1674 1 0
1675 1 0
1676 1 0
1677 1 0
1678 1 0
1679 1 0
1680 1 0
1681 1 0
1682 1 0
1683 1 0
1684 1 0
1685 1 0
1686 1 0
1687 1 0
1688 1 0
1689 1 0
1690 1 0
1691 1 0
1692 1 0
1693 0 1
1694 1 1
1695 0 1
1696 0 1
1697 0 1
1698 0 1
1699 0 1
1700 0 1
1701 0 1
1702 0 1
1703 0 1
1704 0 0
1705 0 0
1706 0 0
1707 0 0
1708 0 0
1709 0 0
1710 0 0
1711 0 0
1712 0 0
1713 0 1
1714 0 1
1715 0 1
1716 0 1
1717 0 0
1718 0 0
1719 0 0
1720 0 0
1721 0 1
1722 0 1
1723 0 1
1724 0 1
1725 0 0
1726 0 0
1727 0 0
1728 0 0
1729 0 0
1730 0 1
1731 1 0
1732 1 0
1733 1 0
1734 1 0
1735 1 0
1736 1 0
1737 1 0
1738 1 0
1739 1 0
1740 1 0
1741 1 0
1742 1 0
1743 1 0
1744 1 0
1745 1 0
1746 1 0
1747 1 0
1748 1 0
1749 1 0
1750 1 0
1751 1 1
1752 0 1
1753 0 1
1754 0 1
1755 0 1
1756 0 1
1757 0 0
1758 0 0
1759 0 1
1760 0 0
1761 0 0
1762 0 0
1763 0 0
1764 0 0
1765 0 0
1766 0 0
1767 0 0
1768 0 0
1769 0 0
1770 0 1
1771 0 1
1772 0 1
1773 0 0
1774 0 0
1775 0 1
1776 0 1
1777 0 1
1778 0 1
1779 0 1
1780 0 0
1781 0 1
1782 0 1
1783 0 1
1784 0 1
1785 0 1
1786 1 0
1787 1 0
1788 1 0
1789 1 0
1790 1 0
1791 1 0
1792 1 0
1793 1 0
1794 1 0
1795 1 0
1796 1 0
1797 1 0
1798 1 0
1799 1 0
1800 1 0
1801 1 0
1802 1 0
1803 1 0
1804 1 0
1805 1 0
1806 1 0
1807 1 0
1808 1 0
1809 1 0
1810 1 0
1811 1 0
1812 0 0
1813 1 0
1814 0 1
1815 0 1
1816 0 1
1817 0 1
1818 0 1
1819 0 1
1820 0 1
1821 0 1
1822 0 1
1823 0 1
1824 0 0
1825 0 0
1826 0 0
1827 0 0
1828 0 0
1829 0 1
1830 0 1
1831 0 1
1832 0 1
1833 0 1
1834 0 1
1835 0 1
1836 0 1
1837 0 0
1838 0 1
1839 0 1
1840 0 1
1841 0 1
1842 0 1
1843 0 0
1844 0 0
1845 0 0
1846 0 0
1847 0 0
1848 0 1
1849 0 1
1850 0 1
1851 1 1
1852 1 0
1853 1 0
1854 1 0
1855 1 0
1856 1 0
1857 1 0
1858 1 0
1859 1 0
1860 1 0
1861 1 0
1862 1 0
1863 1 0
1864 1 0
1865 1 0
1866 1 0
1867 1 0
1868 1 0
1869 1 0
1870 1 0
1871 1 0
1872 0 0
1873 1 0
1874 1 0
1875 1 0
1876 0 1
1877 0 1
1878 0 1
1879 0 1
1880 0 0
1881 0 0
1882 0 0
1883 0 0
1884 0 0
1885 0 0
1886 0 1
1887 0 1
1888 0 1
1889 0 1
1890 0 1
1891 0 1
1892 0 1
1893 0 1
1894 0 1
1895 0 1
1896 0 1
1897 0 1
1898 0 1
1899 0 0
1900 0 0
1901 0 0
1902 0 1
1903 0 1
1904 0 1
1905 0 1
1906 0 1
1907 0 1
1908 0 1
1909 1 0
1910 1 0
1911 0 0
1912 1 0
1913 1 0
1914 1 0
1915 1 0
1916 1 0
1917 1 0
1918 1 0
1919 1 0
1920 1 0
1921 1 0
1922 1 0
1923 1 0
1924 1 0
1925 1 0
1926 1 0
1927 1 0
1928 0 0
1929 1 0
1930 0 1
1931 0 1
1932 0 1
1933 0 1
1934 0 1
1935 0 1
1936 0 1
1937 0 0
1938 0 0
1939 0 0
1940 0 0
1941 0 0
1942 0 0
1943 0 0
1944 0 1
1945 0 1
1946 0 1
1947 0 1
1948 0 1
1949 0 1
1950 0 1
1951 0 1
1952 0 1
1953 0 0
1954 0 0
1955 0 0
1956 0 0
1957 0 0
1958 0 1
1959 0 1
1960 0 1
1961 0 1
1962 1 1
1963 1 0
1964 0 0
1965 0 0
1966 0 0
1967 1 0
1968 1 0
1969 1 0
1970 1 0
1971 0 0
1972 1 0
1973 1 0
1974 1 0
1975 1 0
1976 1 0
1977 1 0
1978 1 0
1979 1 0
1980 1 0
1981 1 0
1982 0 0
1983 0 1
1984 0 1
1985 0 1
1986 0 1
1987 0 1
1988 0 1
1989 0 1
1990 0 1
1991 0 1
1992 0 0
1993 0 0
1994 0 0
1995 0 0
1996 0 0
1997 0 0
1998 0 1
1999 0 1
2000 0 1
2001 0 1
2002 0 1
2003 0 1
2004 0 1
2005 0 0
2006 0 0
2007 0 0
2008 0 0
2009 0 0
2010 0 0
2011 0 0
2012 0 1
2013 0 1
2014 0 1
2015 0 1
2016 0 1
2017 0 1
2018 1 1
2019 1 0
2020 1 0
2021 1 0
2022 1 0
2023 1 0
2024 1 0
2025 1 0
2026 0 0
2027 1 0
2028 1 0
2029 1 0
2030 1 0
2031 1 0
2032 1 0
2033 1 0
2034 1 0
2035 1 0
2036 0 1
2037 0 1
2038 0 1
2039 0 0
2040 0 0
2041 0 0
2042 0 0
2043 0 0
2044 0 0
2045 0 1
2046 0 1
2047 0 1
2048 0 1
2049 0 0
2050 0 0
2051 0 0
2052 0 0
2053 0 1
2054 0 1
2055 0 1
2056 0 1
2057 0 1
2058 0 1
2059 0 0
2060 1 0
2061 1 0
2062 1 0
2063 1 0
2064 1 0
2065 1 0
2066 1 0
2067 1 0
2068 1 0
2069 1 0
2070 1 0
2071 1 0
2072 1 0
2073 0 1
2074 0 1
2075 0 1
2076 0 1
2077 0 1
2078 0 1
2079 0 1
2080 0 1
2081 0 0
2082 0 0
2083 0 0
2084 0 0
2085 0 0
2086 0 0
2087 0 0
2088 0 1
2089 0 1
2090 0 1
2091 0 1
2092 0 1
2093 0 1
2094 0 1
2095 0 1
2096 0 1
2097 0 1
2098 0 1
2099 0 1
2100 0 0
2101 0 0
2102 0 0
2103 0 0
2104 0 0
2105 0 0
2106 0 0
2107 0 1
2108 0 1
2109 0 1
2110 0 1
2111 0 1
2112 0 1
2113 0 1
2114 0 1
2115 1 0
2116 0 0
2117 1 0
2118 1 0
2119 1 0
2120 1 0
2121 0 0
2122 1 0
2123 1 0
2124 1 0
2125 1 0
2126 1 0
2127 0 0
2128 1 0
2129 0 1
2130 0 1
2131 0 1
2132 0 1
2133 0 1
2134 0 1
2135 0 1
2136 0 1
2137 0 1
2138 0 1
